stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
27,907933,HAMILTON E HOLMES STATION,70 HAMILTON E HOLMES DR NW & CSX TRANSPORTATION,33.754553,-84.469302,,,,,,1
28,908023,WEST LAKE STATION,80 ANDERSON AVE NW & CSX TRANSPORTATION,33.753328,-84.445329,,,,,,1
39,907906,WEST LAKE STATION,80 ANDERSON AVE NW & CSX TRANSPORTATION,33.753247,-84.445568,,,,,,1
40,907907,HAMILTON E HOLMES STATION,70 HAMILTON E HOLMES DR NW & CSX TRANSPORTATION,33.754517,-84.469824,,,,,,1
53,908051,DUNWOODY STATION,1200 HAMMOND DR NE & UNNAMED ST,33.920862,-84.344213,,,,,,1
57,908054,LINDBERGH CENTER STATION,2424 PIEDMONT RD NE & METRO ATLANTA RAPID TRANSIT ATHRTY,33.823385,-84.369357,,,,,,1
58,908055,LINDBERGH CENTER STATION,2424 PIEDMONT RD NE & METRO ATLANTA RAPID TRANSIT ATHRTY,33.823492,-84.369324,,,,,,1
61,908047,DUNWOODY STATION,1200 HAMMOND DR NE & UNNAMED ST,33.92113,-84.344268,,,,,,1
83,908186,BROOKHAVEN-OGLETHORPE STATION,4067 PEACHTREE RD NE & LENOX RD NE,33.860329,-84.339245,,,,,,1
84,908187,BROOKHAVEN-OGLETHORPE STATION,4047 PEACHTREE RD NE & LENOX RD NE,33.859989,-84.339397,,,,,,1
111,906369,ARTS CENTER STATION,1255 W PEACHTREE ST NW & 16TH ST NW,33.789669,-84.387414,,,,,,1
112,906370,ARTS CENTER STATION,1255 W PEACHTREE ST NW & 15TH ST NE,33.788828,-84.387272,,,,,,1
133,908374,MIDTOWN  STATION,41 10TH ST NE & PEACHTREE WALK NE,33.781247,-84.386342,,,,,,1
134,908375,MIDTOWN STATION,41 10TH ST NE & PEACHTREE WALK NE,33.781355,-84.386353,,,,,,1
185,908566,EAST LAKE STATION,2260 W HOWARD AVE & UNNAMED ST,33.765241,-84.312937,,,,,,1
186,908567,EAST LAKE STATION,2260 W HOWARD AVE & UNNAMED ST,33.765196,-84.313426,,,,,,1
193,908475,DECATUR STATION,400 CHURCH ST & E PONCE DE LEON AVE,33.774699,-84.295417,,,,,,1
195,908476,EDGEWOOD-CANDLER PARK STATION,1475 DEKALB AVE NE & HURT ST NE,33.761803,-84.340825,,,,,,1
198,908618,GEORGIA STATE STATION,170 PIEDMONT AVE SE & GEORGIA,33.750161,-84.385915,,,,,,1
201,908696,GEORGIA STATE STATION,170 PIEDMONT AVE SE & BROAD ST SW,33.750143,-84.385882,,,,,,1
204,908699,EDGEWOOD-CANDLER PARK STATION,1475 DEKALB AVE NE & HURT ST NE,33.761866,-84.340456,,,,,,1
206,908700,DECATUR STATION,400 CHURCH ST & E PONCE DE LEON AVE,33.774681,-84.295319,,,,,,1
217,908628,EAST POINT STATION,2848 MAIN ST & THOMPSON AVE,33.677424,-84.440542,,,,,,1
218,908629,LAKEWOOD-FT MCPHERSON STATION,2020 LEE ST SW & THOMPSON AVE,33.70088,-84.428768,,,,,,1
219,908704,WEST END STATION,680 LEE ST SW & UNNAMED ST,33.736564,-84.413653,,,,,,1
220,908705,WEST END STATION,680 LEE ST SW & UNNAMED ST,33.735705,-84.413663,,,,,,1
221,908706,LAKEWOOD-FT MCPHERSON STATION,2020 LEE ST SW & MAIN ST,33.700298,-84.428865,,,,,,1
222,908707,EAST POINT STATION,2848 MAIN ST & THOMPSON AVE,33.676985,-84.440704,,,,,,1
224,908709,KENSINGTON STATION,3350 KENSINGTON RD & UNNAMED ST,33.772764,-84.252151,,,,,,1
232,908634,KENSINGTON STATION,3350 KENSINGTON RD & E PONCE DE LEON AVE,33.772647,-84.251607,,,,,,1
243,908717,LENOX STATION,955 E PACES FERRY RD NE & LENOX RD NE,33.845307,-84.358387,,,,,,1
244,908718,BUCKHEAD STATION,3360 PEACHTREE RD NE & GA-400-TOLL,33.84781,-84.367629,,,,,,1
249,908639,BUCKHEAD STATION,3360 PEACHTREE RD NE & GA-400-TOLL,33.847944,-84.367716,,,,,,1
250,906827,LENOX STATION,955 E PACES FERRY RD NE & LENOX RD NE,33.845388,-84.358235,,,,,,1
269,907960,BANKHEAD STATION,1335 DONALD LEE HOLLOWELL PKY NW & UNNAMED ST,33.772159,-84.428873,,,,,,1
270,907961,BANKHEAD STATION,1335 DONALD LEE HOLLOWELL PKY NW & UNNAMED ST,33.772436,-84.428906,,,,,,1
280,907913,NORTH AVENUE STATION,713 W PEACHTREE ST NW & NORTH AVE NE,33.771472,-84.387258,,,,,,1
281,907914,NORTH AVENUE STATION,713 W PEACHTREE ST NW & UNNAMED ST,33.771741,-84.387204,,,,,,1
355,906311,HOWELL MILL RD @ KIPLING DR,HOWELL MILL RD NW & KIPLING DR NW,33.81354,-84.414774,0,,,,,1
375,908862,DORAVILLE STATION,6000 NEW PEACHTREE RD & PARK AVE,33.902411,-84.281166,,,,,,1
384,908845,DORAVILLE STATION,6000 NEW PEACHTREE RD & LENOX RD NE,33.902787,-84.28061,,,,,,1
394,908872,MEDICAL CENTER STATION,5711 PEACHTREE DUNWOODY RD NE & HOLLIS COBB CIR,33.910757,-84.35189,,,,,,1
399,908885,MEDICAL CENTER STATION,5711 PEACHTREE DUNWOODY RD & HOLLIS COBB CIR,33.910739,-84.351759,,,,,,1
429,908911,CIVIC CENTER STATION,435 W PEACHTREE ST NW & I-75,33.766111,-84.387504,,,,,,1
430,908912,CIVIC CENTER STATION,435 W PEACHTREE ST NW & I-75,33.766236,-84.387504,,,,,,1
470,908958,VINE CITY STATION,502 RHODES ST NW & UNNAMED ST,33.756613,-84.403902,0,,,,,1
471,908959,VINE CITY STATION,502 RHODES ST NW & ELECTRIC AVE NW,33.756613,-84.404021,,,,,,1
485,908963,ASHBY STATION,65 JOSEPH E LOWERY BLVD NW & UNNAMED ST,33.756478,-84.41723,,,,,,1
486,908964,ASHBY STATION,65 JOSEPH E LOWERY BLVD NW & UNNAMED ST,33.756477,-84.417328,,,,,,1
693,908301,OAKLAND CITY STATION,1400 LEE ST SW & MAIN ST,33.7173,-84.42503,,,,,,1
694,908302,OAKLAND CITY STATION,1400 LEE ST SW & UNNAMED ST,33.716978,-84.425138,,,,,,1
730,908480,NORTH SPRINGS STATION,7010 PEACHTREE DUNWOODY RD & PERIMETER CTR W,33.944377,-84.357253,,,,,,1
796,908435,GWCC-CNN CENTER STATION,100 CENTENNIAL OLYMPIC PARK DR NW & PHILIPS DR NW,33.756179,-84.397215,,,,,,1
797,908981,FIVE POINTS STATION,30 ALABAMA ST SW & UPPER ALABAMA ST SW,33.753837,-84.391397,,,,,,1
798,908436,KING MEMORIAL STATION,377 DECATUR ST SE & UNNAMED ST,33.749951,-84.375675,,,,,,1
799,908437,INMAN PARK-REYNOLDSTOWN STATION,1055 DEKALB AVE NE & UNNAMED ST,33.757451,-84.352762,,,,,,1
800,908438,AVONDALE STATION,915 E PONCE DE LEON AVE & E PONCE DE LEON AVE,33.775554,-84.281487,,,,,,1
801,908515,INDIAN CREEK STATION,3901 DURHAM PARK RD & UNNAMED ST,33.769856,-84.228906,,,,,,1
802,908516,INDIAN CREEK STATION,3901 DURHAM PARK RD & UNNAMED ST,33.769893,-84.229874,,,,,,1
803,908691,AVONDALE STATION,915 E PONCE DE LEON AVE & E PONCE DE LEON AVE,33.775214,-84.282466,,,,,,1
804,908692,INMAN PARK-REYNOLDSTOWN STATION,1055 DEKALB AVE NE & HURT ST NE,33.757227,-84.353066,,,,,,1
805,908693,KING MEMORIAL STATION,377 DECATUR ST SE & UNNAMED ST,33.749853,-84.37599,0,,,,,1
806,908990,FIVE POINTS STATION,30 ALABAMA ST SW & BROAD ST SW,33.754123,-84.391876,,,,,,1
807,908694,GWCC-CNN CENTER STATION,100 CENTENNIAL OLYMPIC PARK DR NW & PHILIPS DR NW,33.756187,-84.397291,,,,,,1
808,908695,AIRPORT STATION,6000 S TERMINAL PKY & UNNAMED ST,33.640831,-84.446198,,,,,,1
809,908599,COLLEGE PARK STATION,3800 E MAIN ST & UNNAMED ST,33.650577,-84.448656,,,,,,1
810,908600,GARNETT STATION,225 PEACHTREE ST SW & GARNETT ST SW,33.748938,-84.395545,,,,,,1
811,908986,FIVE POINTS STATION,30 ALABAMA ST SW & UPPER ALABAMA ST SW,33.754052,-84.391452,,,,,,1
812,908601,PEACHTREE CENTER STATION,216 PEACHTREE ST NE & ELLIS ST NW,33.758189,-84.387596,,,,,,1
814,908603,CHAMBLEE STATION,5200 NEW PEACHTREE RD & LENOX RD NE,33.887929,-84.305556,,,,,,1
815,908604,CHAMBLEE STATION,5200 NEW PEACHTREE RD & LENOX RD NE,33.887517,-84.306362,,,,,,1
817,907842,PEACHTREE CENTER STATION,216 PEACHTREE ST NE & ELLIS ST NE,33.758082,-84.387595,,,,,,1
818,908976,FIVE POINTS STATION,30 ALABAMA ST SW & UPPER ALABAMA ST SW,33.753899,-84.39156,,,,,,1
819,907843,GARNETT STATION,225 PEACHTREE ST SW & GARNETT ST SW,33.748696,-84.395741,,,,,,1
820,907844,COLLEGE PARK STATION,3800 E MAIN ST & UNNAMED ST,33.650282,-84.448612,,,,,,1
821,906647,AIRPORT STATION,6000 S TERMINAL PKY & UNNAMED ST,33.640553,-84.446198,,,,,,1
822,907845,SANDY SPRINGS STATION,1101 MT VERNON HWY NE & UNNAMED ST,33.931671,-84.351069,,,,,,1
823,907846,SANDY SPRINGS STATION,1101 MT VERNON HWY NE & UNNAMED ST,33.931564,-84.35096,,,,,,1
1118,906837,AIRPORT STATION,6000 S TERMINAL PKY & UNNAMED ST,33.640294,-84.446197,,,,,,1
9008,902632,N MAIN ST @ WINTHROPE PARK DR,0 MAIN & WINTHROPE PARK,34.089495,-84.294218,,,,,,1
9012,902630,N MAIN ST @ 379,,34.085826,-84.294957,,,,,,1
9016,902631,N MAIN ST @ 301,0 MAIN & PINE GROVE,34.08386,-84.294755,,,,,,1
9020,900005,N MAIN ST @ PINE GROVE DR,0 MAIN & PINE GROVE,34.082292,-84.294607,,,,,,1
9025,900006,N MAIN ST @ MAYFIELD RD,0 MAIN & MAYFIELD,34.080401,-84.29444,,,,,,1
9030,900018,N MAIN ST @ CUMMING ST,0 MAIN & CUMMING,34.078152,-84.294291,,,,,,1
9031,900007,N MAIN ST @ ACADEMY ST,0 MAIN & ACADEMY,34.076201,-84.294288,,,,,,1
9034,900008,N MAIN ST @ VAUGHAN DR,0 MAIN & VAUGHN,34.090788,-84.292399,,,,,,1
9224,900010,N MAIN ST @ VAUGHAN DR,0 N MAIN ST & VAUGHN DR,34.090721,-84.293124,,,,,,0
9226,900011,N MAIN ST @ PINE GROVE DR,0 MAIN & PINE GROVE,34.082476,-84.295051,,,,,,1
10004,900012,WINDWARD PKWY @ DEERFIELD PKWY,0 WINDWARD PKY & DEERFIELD PKY,34.088114,-84.270253,0,,,,,0
10006,900013,WINDWARD PKWY @ 5530,5530 WINDWARD PKY,34.087265,-84.266012,0,,,,,0
10008,900014,WINDWARD PKWY @ NORTH POINT PKWY,0 WINDWARD & NORTH POINT,34.088733,-84.257695,0,,,,,1
10010,902838,WINDWARD PKWY @ NORTH POINT PKWY,0 WINDWARD PKY & NORTH POINT PKY,34.088603,-84.257107,,,,,,0
10040,902839,MARTIN L KING JR DR NW @ OLLIE ST NW,0 MARTIN LUTHER KING JR DR NW & OLLIE ST NW,33.754809,-84.421186,,,,,,1
10044,902840,NORTH POINT PKWY @ 900,,34.08083,-84.25948,,,,,,1
10046,902796,NORTH POINT PKWY @ 960,,34.078413,-84.260238,,,,,,1
10054,902798,NORTH POINT PKWY @ 960,960 NORTH POINT PKY,34.078163,-84.260696,,,,,,1
10056,902799,NORTH POINT PKWY @ WEBB BRIDGE RD,0 NORTH POINT PKY & WEBB BRIDGE RD,34.076401,-84.260458,0,,,,,0
10134,902902,ATLANTA STUDENT MOVEMENT BLVD @ NORTHSIDE DR SW,0 ATLANTA STUDENT MOVEMENT BLVD & NORTHSIDE DR SW,33.748879,-84.404858,0,,,,,1
10142,906745,DEERFIELD PKWY @ MORRIS RD,DEERFIELD PKY & MORRIS RD,34.090815,-84.27003,0,,,,,1
10146,902976,WINDWARD PKWY @ JORDAN CT,5230 WINDWARD,34.092278,-84.276484,,,,,,1
10148,902977,SR 9 @ WINDWARD PKWY,0 CUMMING HWY & N MAIN ST,34.09459,-84.277967,,,,,,1
10150,902978,N MAIN ST @ COGBURN RD,0 CUMMING HWY & COGBURN RD,34.092294,-84.284189,0,,,,,1
10168,902903,N MAIN ST @ 684,,34.092137,-84.288496,0,,,,,0
10170,902904,N MAIN ST @ WATER OAK PL,,34.091927,-84.288615,,,,,,1
10172,902905,DEERFIELD PKWY @ MORRIS RD,0 DEERFIELD PKY & MORRIS RD,34.089933,-84.269247,0,,,,,0
10174,902979,DEERFIELD PKWY @ TWO VERIZON PL,0 DEERFIELD PKY & TWO VERIZON PL,34.09337,-84.270926,,,,,,1
10176,902980,DEERFIELD PKWY @ THREE VERIZON PL,0 DEERFIELD PKY & VERIZON PL,34.09548,-84.267954,,,,,,1
10186,902981,N MAIN ST @ WINDWARD PKWY W,0 MAIN & WINDWARD,34.093963,-84.279531,,,,,,1
10188,902982,OLD MILTON PKWY @ BRIDGE POINTE DR,0 OLD MILTON PKY & BRIDGE POINTE DR,34.06256,-84.24747,,,,,,1
10212,903045,N MAIN ST @ HENDERSON PKWY,0 MAIN & COGBURN,34.092071,-84.285269,0,,,,,1
10214,903046,N MAIN ST @ CANTON ST,0 MAIN & CANTON,34.08877,-84.29502,0,,,,,0
10218,903083,OLD MILTON PKWY @ BROOKSIDE PKWY,3625 OLD MILTON PKY & BROOKSIDE PKY,34.064694,-84.253908,,,,,,1
10220,903084,BROOKSIDE PKWY @ 3705,,34.06235,-84.2544,0,,,,,1
10222,903085,BROOKSIDE PKWY @ 3775,3775 BROOKSIDE PKY,34.061248,-84.252481,,,,,,1
10232,903185,OLD MILTON PKWY @ ROCKBERRY LN,0 OLD MILTON PKY & ROCKBERRY LN,34.061439,-84.244415,,,,,,1
10234,903186,OLD MILTON PKWY @ COTTON CREEK ENTRY,0 OLD MILTON PKY & COTTON CREEK ENTRY,34.064854,-84.253526,,,,,,1
10238,902637,OLD MILTON PKWY @ 3502,,34.066705,-84.258072,,,,,,1
10244,902638,NORTH POINT PKWY @ 500,,34.085357,-84.257443,0,,,,,0
10248,902639,WINDWARD PKWY @ WESTSIDE PKWY,0 WINDWARD PKY & WESTSIDE PKY,34.087517,-84.269008,,,,,,1
10250,903217,MORRIS RD @ WEBB RD,0 MORRIS RD & WEBB RD,34.096344,-84.260561,,,,,,0
10252,903218,MORRIS RD @ 13010,,34.094303,-84.262563,,,,,,1
10254,903219,OLD MILTON PKWY @ PARK BRIDGE PKWY,OLD MILTON PKY & PARK BRIDGE PKY,34.061026,-84.242859,0,,,,,1
10256,903220,WINDWARD PKWY @ N MAIN ST,0 WINDWARD PKY & N MAIN ST,34.093579,-84.278328,,,,,,1
10266,902641,WINDWARD PARK & RIDE,200 DRYDEN RD,34.085992,-84.260559,,,,,,1
10270,902643,MORRIS RD @ 12395,,34.081629,-84.261662,0,,,,,1
10272,902644,WINDWARD PKWY @ 5555,5555 WINDWARD PKY,34.087024,-84.265427,0,,,,,1
10274,902649,DEERFIELD PKWY @ WEBB RD,0 DEERFIELD PKY & WEBB RD,34.097509,-84.264371,,,,,,0
10276,902650,MORRIS RD @ ONE VERIZON PL,12726 MORRIS,34.091014,-84.266497,,,,,,0
14002,902765,ALPHARETTA HWY @ HOUZE WAY,0 ALPHARETTA & HOUZE,34.046292,-84.339693,0,,,,,1
14004,902766,ALPHARETTA HWY @ SUN VALLEY DR,0 ALPHARETTA HWY & SUN VALLEY DR,34.049772,-84.337806,,,,,,0
14009,902772,ALPHARETTA HWY @ ELKINS RD,0 ALPHARETTA HWY & ELKINS RD,34.051866,-84.334413,,,,,,1
14010,902773,ALPHARETTA HWY @ MANSELL PL,0 ALPHARETTA & MANSELL,34.054226,-84.330254,,,,,,0
14012,902774,ALPHARETTA HWY @ GREENHOUSE DR,0 ALPHARETTA HWY & GREENHOUSE DR,34.055115,-84.329132,0,,,,,1
14014,902767,ALPHARETTA HWY @ ROSEMONT PKWY,0 ALPHARETTA & ROSEMONT,34.058438,-84.326409,,,,,,1
14018,902768,ALPHARETTA HWY @ HEMBREE RD,0 ALPHARETTA HWY & HEMBREE RD,34.060832,-84.324602,,,,,,1
14020,902769,ALPHARETTA HWY @ HOSPITAL BLVD,0 ALPHARETTA HWY & HOSPITAL BLVD,34.062747,-84.322976,,,,,,1
14022,902770,ALPHARETTA HWY @ NORTHMEADOW PKWY,0 ALPHARETTA HWY & NORTHMEADOW PKWY,34.065852,-84.31873,,,,,,0
14024,906278,ALPHARETTA HWY @ HANEY DR,0 ALPHARETTA HWY & HANEY DR,34.066263,-84.316296,,,,,,1
14026,906279,ALPHARETTA HWY @ WILLS RD,0 ALPHARETTA & WILLS,34.066362,-84.313344,0,,,,,0
14028,906281,ALPHARETTA HWY @ HANEY DR,0 ALPHARETTA & HANEY,34.066383,-84.316063,,,,,,0
14030,906295,ALPHARETTA HWY @ UPPER HEMBREE RD,0 ALPHARETTA HWY & UPPER HEMBREE RD,34.065865,-84.319,0,,,,,1
14032,906296,ALPHARETTA HWY @ HOSPITAL BLVD,0 ALPHARETTA HWY & HOSPITAL BLVD,34.06329,-84.322723,0,,,,,1
14034,906312,ALPHARETTA HWY @ HEMBREE RD,0 ALPHARETTA & HEMBREE,34.061096,-84.324554,0,,,,,1
14038,906337,ALPHARETTA HWY @ 11450,,34.057182,-84.327896,0,,,,,1
14040,906338,ALPHARETTA HWY @ GREENHOUSE DR,0 ALPHARETTA HWY & GREENHOUSE DR,34.055408,-84.329323,0,,,,,1
14042,906339,ALPHARETTA HWY @ MANSELL PL,0 ALPHARETTA & MANSELL,34.053848,-84.331345,,,,,,0
14046,906314,ALPHARETTA HWY @ SUN VALLEY DR,0 ALPHARETTA HWY & SUN VALLEY DR,34.050059,-84.337621,0,,,,,1
14048,906315,S MAIN ST @ 571,571 S MAIN ST & MAXWELL RD,34.066226,-84.309834,,,,,,1
15007,906341,MAIN ST @ BRADY PL,0 MAIN & BRADY,34.066297,-84.304719,,,,,,0
15008,906342,MAIN ST @ MAXWELL RD,0 MAIN & MAXWELL,34.067867,-84.301102,,,,,,1
15011,906318,N MAIN ST @ CUMMING ST,0 N MAIN ST & CUMMING ST,34.07832,-84.294505,,,,,,1
15014,906320,S MAIN ST @ JANIS LN,0 S MAIN ST & JANIS LN,34.06975,-84.298078,0,,,,,1
15018,903188,NORTH POINT PKWY @ 6360,6360 NORTH POINT PKY,34.046674,-84.290519,0,,,,,0
15020,903189,NORTH POINT PKWY @ 6250,6250 NORTH POINT PKY,34.046985,-84.290381,,,,,,1
15022,902705,S MAIN ST @ MAXWELL RD,0 S MAIN ST & MAXWELL RD,34.0678,-84.301615,0,,,,,1
15026,902706,S MAIN ST @ JANIS LN,0 S MAIN ST & JANIS LN,34.069839,-84.29787,,,,,,1
15028,902707,HAYNES BRIDGE RD @ 11385,11785 HAYNES BRIDGE,34.056886,-84.286369,,,,,,1
15030,902708,HAYNES BRIDGE RD @ RAINWATER DR,0 HAYNES BRIDGE RD & RAINWATER DR,34.063717,-84.291553,,,,,,1
15032,903190,HAYNES BRIDGE RD @ DEVORE RD,0 HAYNES BRIDGE & DEVORE,34.066925,-84.293098,0,,,,,1
15036,903191,HAYNES BRIDGE RD @ 11770,,34.068882,-84.293925,,,,,,1
15037,903192,HAYNES BRIDGE RD @ DEVORE RD,0 HAYNES BRIDGE RD & DEVORE RD,34.066134,-84.293113,,,,,,1
15040,902709,HAYNES BRIDGE RD @ WOODHAVEN WAY,0 HAYNES BRIDGE RD & WOODHAVEN WAY,34.063449,-84.291782,,,,,,1
15042,902710,HAYNES BRIDGE RD @ RAINWATER BLVD,0 HAYNES BRIDGE & MORRISON,34.061653,-84.29047,0,,,,,0
15044,902711,ALPHARETTA HWY @ ROSEMONT PKWY,0 ALPHARETTA HWY & ROSEMONT PKWY,34.058564,-84.326815,0,,,,,1
15048,902653,HAYNES BRIDGE RD @ WESTSIDE PKWY,0 HAYNES BRIDGE & MORRISON,34.061055,-84.289146,,,,,,0
15054,902775,ACADEMY ST @ HAYNES BRIDGE RD,0 ACADEMY & HAYNES BRIDGE,34.075556,-84.292045,0,,,,,1
15056,902817,HAYNES BRIDGE RD @ LAKEVIEW PKWY,HAYNES BRIDGE RD & LAKEVIEW PKY,34.05829,-84.28759,0,,,,,1
15062,902820,NORTH POINT PKWY @ NORTH POINT CT,0 NORTH POINT PKY & NORTH POINT CT,34.047736,-84.288493,0,,,,,0
15066,902776,HAYNES BRIDGE RD @ ROCK MILL RD,,34.051852,-84.285401,0,,,,,1
15068,902777,HAYNES BRIDGE RD @ NORTHWINDS PKWY,HAYNES BRIDGE RD & NORTHWINDS PKY,34.058607,-84.287375,,,,,,1
15074,902821,NORTH POINT PKWY @ GEORGIA LANE,0 NORTH POINT PKY & GEORGIA LN,34.04988,-84.283285,0,,,,,1
15076,902822,NORTH POINT PKWY @ GEORGIA LN,0 NORTH POINT PKY & GEORGIA LN,34.049247,-84.283975,,,,,,0
15078,902846,HAYNES BRIDGE RD @ NORTH POINT DR,0 HAYNES BRIDGE & NORTH POINT,34.049964,-84.285986,,,,,,1
15080,902847,NORTH POINT PKWY @ KIMBALL BRIDGE RD,5055 NORTH POINT PKY & KIMBALL BRIDGE RD,34.05462,-84.274303,,,,,,1
15082,902780,NORTH POINT PKWY @ 5055,,34.054726,-84.277286,,,,,,1
15086,902948,NORTH POINT PKWY @ MILL CREEK AVE,0 NORTH POINT PKY & MILL CREEK AVE,34.049836,-84.281438,0,,,,,1
15088,902949,NORTH POINT PKWY @ NORTH POINT DR,0 NORTH POINT PKY & NORTH POINT DR,34.050454,-84.280754,0,,,,,1
15090,902950,NORTH POINT PKWY @ ROCK MILL RD,0 NORTH POINT & ROCK MILL,34.051814,-84.279206,,,,,,1
15092,902951,NORTH POINT PKWY @ ROCK MILL RD,0 NORTH POINT PKY & ROCK MILL RD,34.051938,-84.279652,,,,,,1
16010,902917,NORTH POINT PKWY @ ROYAL BLVD S,0 NORTH POINT & ROYAL,34.054964,-84.271753,0,,,,,1
16016,902918,NORTH POINT PKWY @ 4000,4000 NORTH POINT PKY,34.065942,-84.262005,,,,,,1
16018,902919,NORTH POINT PKWY @ PRESTON RIDGE RD,0 NORTH POINT & PRESTON RIDGE,34.071018,-84.256571,,,,,,1
16022,902954,NORTH POINT PKWY @ 3180,3200 NORTH POINT,34.074524,-84.258205,0,,,,,1
16023,902955,NORTH POINT PKWY @ PRESTON RIDGE RD,0 NORTH POINT & PRESTON RIDGE,34.071684,-84.256765,,,,,,1
16024,902920,NORTH POINT PKWY @ 3180,,34.07454,-84.258895,0,,,,,1
16028,902921,NORTH POINT PKWY @ 4125,,34.06661,-84.262158,,,,,,1
16030,902922,NORTH POINT PKWY @ OLD MILTON PKWY,3980 NORTH POINT PKY & OLD MILTON PKY,34.068575,-84.260684,0,,,,,1
20012,903071,ATLANTA ST @ OAK ST,0 ATLANTA & OAK,34.020055,-84.361654,0,,,,,1
20014,903098,ALPHARETTA ST @ ELIZABETH WAY,0 ALPHARETTA ST & ELIZABETH WAY,34.024141,-84.360722,,,,,,1
20018,903100,ALPHARETTA ST @ GREEN ST,0 ALPHARETTA & CHERRY,34.026436,-84.359341,0,,,,,1
20020,903101,ALPHARETTA ST @ WOODSTOCK ST,0 ALPHARETTA & WOODSTOCK,34.029003,-84.356476,0,,,,,1
20024,903072,ALPHARETTA ST @ THOMAS DR,,34.03132,-84.352794,,,,,,1
20026,903073,ALPHARETTA ST @ 1207,,34.032179,-84.351299,,,,,,1
20028,903074,ALPHARETTA ST @ ALPINE DR,0 ALPHARETTA & ALPINE,34.034595,-84.346985,,,,,,0
20032,903075,ALPHARETTA ST @ STRICKLAND RD,0 ALPHARETTA ST & STRICKLAND RD,34.031257,-84.353143,,,,,,1
20036,903102,ALPHARETTA ST @ WOODSTOCK ST,0 ALPHARETTA ST & WOODSTOCK ST,34.029726,-84.355608,,,,,,1
20038,903103,ALPHARETTA ST @ CHERRY ST,0 ALPHARETTA ST & CHERRY WAY,34.028401,-84.357669,0,,,,,1
20042,903105,ALPHARETTA ST @ ELIZABETH WAY,0 ALPHARETTA ST & ELIZABETH WAY,34.024697,-84.36072,0,,,,,1
20044,903166,ATLANTA ST @ OXBO RD,0 ATLANTA ST & OXBO RD,34.016994,-84.362663,0,,,,,1
20046,902622,ATLANTA ST @ OAK ST,0 ATLANTA ST & OAK ST,34.020179,-84.36188,0,,,,,1
20050,902623,ATLANTA ST @ HILL ST,0 ATLANTA ST & HILL ST,34.021609,-84.361604,,,,,,1
20052,902719,MAIN ST @ PARK ST,0 MAIN & PARK,33.524877,-84.664778,,,,,,1
20054,902720,ALPHARETTA ST @ THOMAS DR,0 ALPHARETTA & THOMAS,34.030607,-84.353944,,,,,,1
21009,902721,MANSELL RD @ 901,0 MANSELL RD & UNKNOWN,34.042742,-84.333536,0,,,,,1
21010,902722,MANSELL RD @ EAGLES CREST VILLAGE LN,,34.042724,-84.339458,0,,,,,1
21011,902624,MANSELL RD @ WARSAW RD,0 MANSELL & WARSAW,34.042573,-84.329835,0,,,,,1
21012,902625,MANSELL RD @ OLD ROSWELL RD,0 MANSELL RD & OLD ROSWELL RD,34.041203,-84.324064,0,,,,,1
21014,902626,MANSELL RD @ DUKE DR,0 MANSELL RD & DUKE DR,34.040153,-84.31857,0,,,,,1
21023,902723,MANSELL RD @ WESTSIDE WAY,0 MANSELL RD & WESTSIDE PKY,34.040324,-84.319267,0,,,,,1
21025,902724,MANSELL RD @ WARSAW RD,0 MANSELL RD & WARSAW RD,34.042695,-84.329196,,,,,,0
21029,902628,MANSELL RD @ EAGLES CREST VILLAGE LN,0 MANSELL RD & EAGLESCREST VILLAGE LN,34.042829,-84.338711,,,,,,1
21038,902787,HOLCOMB BRIDGE RD @ ALPHARETTA ST,0 HOLCOMB BRIDGE RD & ALPHARETTA ST,34.035876,-84.342867,0,,,,,0
21042,902788,HOLCOMB BRIDGE RD @ ALPHARETTA ST,0 HOLCOMB BRIDGE & ALPHARETTA,34.034755,-84.34199,,,,,,0
21044,902789,HOLCOMB BRIDGE RD @ GRIMES BRIDGE RD,0 HOLCOMB BRIDGE RD & GRIMES BRIDGE RD,34.032912,-84.341335,0,,,,,0
21046,902832,HOLCOMB BRIDGE RD @ OLD ROSWELL RD,,34.032943,-84.34081,0,,,,,1
21048,902856,HOLCOMB BRIDGE RD @ OLD ROSWELL RD,0 HOLCOMB BRIDGE & OLD ROSWELL,34.031756,-84.339365,,,,,,0
21050,902857,HOLCOMB BRIDGE RD @ MARKET PL,0 HOLCOMB BRIDGE RD & MARKET PL,34.031503,-84.339631,0,,,,,0
21052,902858,HOLCOMB BRIDGE RD @ MARKET PL,0 HOLCOMB BRIDGE & MARKET,34.030893,-84.338273,,,,,,0
21054,902790,HOLCOMB BRIDGE RD @ MARKET PL,0 HOLCOMB BRIDGE RD & MARKET PL,34.030606,-84.338436,0,,,,,0
21056,902791,HOLCOMB BRIDGE RD @ WARSAW RD,0 HOLCOMB BRIDGE RD & WARSAW RD,34.028137,-84.335359,0,,,,,1
21058,902792,HOLCOMB BRIDGE RD @ WARSAW RD,0 HOLCOMB BRIDGE RD & WARSAW RD,34.028164,-84.33501,0,,,,,1
21060,902829,HOLCOMB BRIDGE RD @ RIVERWOOD LN,0 HOLCOMB BRIDGE RD & RIVERWOOD LN,34.025972,-84.332631,0,,,,,1
